text,label,source,text_clean,tokens
"We hadn't been in PGH for a couple of years and wanted some sushi in a convenient place.  After running out of noisy Nakama, this place was a tasty jewel on Carson.",1,huggingface_baseline,"we hadn't been in pgh for a couple of years and wanted some sushi in a convenient place. after running out of noisy nakama, this place was a tasty jewel on carson.",pgh couple year want sushi convenient place run noisy nakama place tasty jewel carson
"We had never seen this place and were actually driving around the block to park and eat at Jimmy Woo's, serendipity took over and we went here instead. The North side door says \""""Welcome\"""" above it but is locked. Go to the East side entrance to get in. You enter into a sort of courtyard sidewalk. The main restaurant is on the right while there are 2 little tables and 2 benches outside and to the left are 2 overflow rooms that were not being used.\n\nA man brought us drinks after a while, but we sat there for at least 15 more minutes before someone took our order. We were there for lunch. We both got a large bowl of soup that was similar to egg drop. It had the egg white in it and had quite a bite of white pepper. It was piping hot and tasted good. \n\nMy hubby ordered the Pad Thai, medium. It was a nice spice level, although he can take it hotter. I tasted it and the noodles were cooked nicely. He enjoyed it. I ordered the Thai Basil chicken mild- I like some spice but not too much. It was not spicy at all. It comes with white rice with black sesame seeds on top which was a nice touch. There is a small green salad with a peanut dressing that was tasty. There was a fried wonton and a small \""""eggroll\"""". One bit of the eggroll was all I was going to eat. It tasted like rancid oil- I was really surprised and disappointed. My main dish had chicken, a lot of bamboo shoots and onion and a few sprigs of basil. It had a nice sauce and was quite tasty. I was enjoying it until about 2/3's of the way through I hit a sharp rib bone! It had been cut so it had a VERY sharp point. Very dangerous!\n\nWe had to ask for sauce for the eggrolls and there were no other condiments brought to the table or on the table. I noticed others mentioned that, guess you had a different server. After eatting we waited a very long time for our check. I will say that when I showed him the bone and explained that it was in my food and was dangerous he took my meal off the bill. But, it took about 2 hours to have LUNCH and with the bone and funky eggroll I will absolutely not go back!",0,huggingface_baseline,"we had never seen this place and were actually driving around the block to park and eat at jimmy woo's, serendipity took over and we went here instead. the north side door says welcome above it but is locked. go to the east side entrance to get in. you enter into a sort of courtyard sidewalk. the main restaurant is on the right while there are 2 little tables and 2 benches outside and to the left are 2 overflow rooms that were not being used.nna man brought us drinks after a while, but we sat there for at least 15 more minutes before someone took our order. we were there for lunch. we both got a large bowl of soup that was similar to egg drop. it had the egg white in it and had quite a bite of white pepper. it was piping hot and tasted good. nnmy hubby ordered the pad thai, medium. it was a nice spice level, although he can take it hotter. i tasted it and the noodles were cooked nicely. he enjoyed it. i ordered the thai basil chicken mild i like some spice but not too much. it was not spicy at all. it comes with white rice with black sesame seeds on top which was a nice touch. there is a small green salad with a peanut dressing that was tasty. there was a fried wonton and a small eggroll. one bit of the eggroll was all i was going to eat. it tasted like rancid oil i was really surprised and disappointed. my main dish had chicken, a lot of bamboo shoots and onion and a few sprigs of basil. it had a nice sauce and was quite tasty. i was enjoying it until about 23's of the way through i hit a sharp rib bone! it had been cut so it had a very sharp point. very dangerous!nnwe had to ask for sauce for the eggrolls and there were no other condiments brought to the table or on the table. i noticed others mentioned that, guess you had a different server. after eatting we waited a very long time for our check. i will say that when i showed him the bone and explained that it was in my food and was dangerous he took my meal off the bill. but, it took about 2 hours to have lunch and with the bone and funky eggroll i will absolutely not go back!",see place actually drive block park eat jimmy woo serendipity take go instead north door say welcome lock east entrance enter sort courtyard sidewalk main restaurant right little table bench outside left overflow room man bring drink sit minute take order lunch get large bowl soup similar egg drop egg white bite white pepper pipe hot taste good nnmy hubby order pad thai medium nice spice level hotter taste noodle cook nicely enjoy order thai basil chicken mild like spice spicy come white rice black sesame seed nice touch small green salad peanut dressing tasty fried wonton small eggroll bit eggroll go eat taste like rancid oil surprised disappointed main dish chicken lot bamboo shoot onion sprig basil nice sauce tasty enjoy way hit sharp rib bone cut sharp point ask sauce eggroll condiment bring table table notice mention guess different server eatte wait long time check show bone explain food dangerous take meal bill take hour lunch bone funky eggroll absolutely
"Staying over the The Westin Villas and looking for a non-hotel place for breakfast.\n\nMy fellow yelpers never let me down!\n\nPerk was about a 2 minute drive (really, we should have walked), located in a strip mall.  It's a little place, but we were seated right away.  There appeared to be lots of locals milling about.\n\nOrdered the banana, caramel walnut pancakes, and the hubby ordered the same by in the waffle.  Felt almost guilty as it was like eating dessert for breakfast.  Totally hit the spot!\n\nI rarely give a 5 star review but consider this one a 4 1/2.  Would return again if ever in the area.",1,huggingface_baseline,"staying over the the westin villas and looking for a nonhotel place for breakfast.nnmy fellow yelpers never let me down!nnperk was about a 2 minute drive really, we should have walked, located in a strip mall. it's a little place, but we were seated right away. there appeared to be lots of locals milling about.nnordered the banana, caramel walnut pancakes, and the hubby ordered the same by in the waffle. felt almost guilty as it was like eating dessert for breakfast. totally hit the spot!nni rarely give a 5 star review but consider this one a 4 12. would return again if ever in the area.",stay westin villas look nonhotel place fellow yelper let minute drive walk locate strip mall little place seat right away appear lot local mill banana caramel walnut pancakes hubby order waffle feel guilty like eat dessert breakfast totally hit rarely star review consider return area
"This family-owned restaurant is so awesome. The service is very personal, and the food makes me crave and come back for more! I almost always get the Gyro salad. It's FABULOUS! They never get my order wrong and they even memorize it. They are on point. \n\nKing Gyros is just, perfect.",1,huggingface_baseline,"this familyowned restaurant is so awesome. the service is very personal, and the food makes me crave and come back for more! i almost always get the gyro salad. it's fabulous! they never get my order wrong and they even memorize it. they are on point. nnking gyros is just, perfect.",familyowned restaurant awesome service personal food make crave come gyro salad fabulous order wrong memorize point nnke gyros perfect
"I know, I know.... It's a chain.  I hate chains. But... lets look at my record.  5 Stars for Del Friscos.  5 + \""""Regular\"""" status at Ruth's Chris Uptown.  Lotta love for Showmars.  OK Mr. Foodie Doofus.  Get over your bad self...\n\nI'll just come out and say it.  I really, really like PF Changs!  This food has nice flavors.  Heck even the texture, yes texture, of the Hot and Sour Soup makes me happy.  My favorite dish by far is the Mongolian Beef.  Such a simple thing of sliced steak, green onions and a brown sauce.  But its just so darn good!  The steak is always tender and just tastes yummy with its sort of wok seared edges.  Hard to even describe.  Hell, they may even deep fry the stuff for all I know.  Whatever...  Keep it up!\n\nService is always fast, friendly and efficient too.  This is a place where it's very clear they spend a lot of time on training and it shows.\n\nSee you there soon.  Did I mention I hate chains?",1,huggingface_baseline,"i know, i know.... it's a chain. i hate chains. but... lets look at my record. 5 stars for del friscos. 5 regular status at ruth's chris uptown. lotta love for showmars. ok mr. foodie doofus. get over your bad self...nni'll just come out and say it. i really, really like pf changs! this food has nice flavors. heck even the texture, yes texture, of the hot and sour soup makes me happy. my favorite dish by far is the mongolian beef. such a simple thing of sliced steak, green onions and a brown sauce. but its just so darn good! the steak is always tender and just tastes yummy with its sort of wok seared edges. hard to even describe. hell, they may even deep fry the stuff for all i know. whatever... keep it up!nnservice is always fast, friendly and efficient too. this is a place where it's very clear they spend a lot of time on training and it shows.nnsee you there soon. did i mention i hate chains?",know know chain hate chain lets look record star del friscos regular status ruth chris uptown lotta love showmar ok mr foodie doofus bad self come like pf chang food nice flavor heck texture yes texture hot sour soup make happy favorite dish far mongolian beef simple thing sliced steak green onion brown sauce darn good steak tender taste yummy sort wok sear edge hard describe hell deep fry stuff know fast friendly efficient place clear spend lot time training soon mention hate chain
It is nice to know that there is a place that serves great and delicious food at a reasonable price and that it is family oriented also the staff is very friendly and welcoming they are people that you would like to have at your house just to say.  Plus to top it off  they serve coconut cream pie for dessert hallelujah.,1,huggingface_baseline,it is nice to know that there is a place that serves great and delicious food at a reasonable price and that it is family oriented also the staff is very friendly and welcoming they are people that you would like to have at your house just to say. plus to top it off they serve coconut cream pie for dessert hallelujah.,nice know place serve great delicious food reasonable price family orient staff friendly welcome people like house plus serve coconut cream pie dessert hallelujah
"Empfehlenswerter Inder in Karlsruhe Durlach.\n\nIch gehe meist Mittags ins Mahrani und nutze die g\u00fcnstigen Mittagsangebote. Man bekommt f\u00fcr moderate Preise ordentliche Portionen stilvoll serviert.\n\nDas Ambiente ist typisch indisch und der Service sehr aufmerksam. Auf Extras wird eingegangen und man f\u00fchlt sich prima umsorgt.\n\nAlles in allem ein guter Inder, den man ausprobieren sollte. Alles Speisen sind \u00fcbrigens auch zum mitnehmen, wenn man m\u00f6chte.",1,huggingface_baseline,"empfehlenswerter inder in karlsruhe durlach.nnich gehe meist mittags ins mahrani und nutze die gu00fcnstigen mittagsangebote. man bekommt fu00fcr moderate preise ordentliche portionen stilvoll serviert.nndas ambiente ist typisch indisch und der service sehr aufmerksam. auf extras wird eingegangen und man fu00fchlt sich prima umsorgt.nnalles in allem ein guter inder, den man ausprobieren sollte. alles speisen sind u00fcbrigens auch zum mitnehmen, wenn man mu00f6chte.",empfehlenswerter inder karlsruhe gehe meist mittag in mahrani und nutze die mittagsangebote man bekommt moderate preise ordentliche portionen stilvoll ambiente ist typisch indisch und der service sehr aufmerksam auf extras wird eingegangen und man sich prima allem ein guter inder den man ausprobieren sollte alle speisen sind auch zum mitnehman wenn man
"To begin with, when we first checked in the blonde host was incredibly rude, but the service later on made up for it.\n\nTo start off the meal, they had the standard bread basket with several different varieties of bread. Their butternut squash soup was super yummy and their caesar salad is to die for. & Moving onto the main course....we had the grilled wagyu filet mignon and the NY strip. both were good but i'm not much of a steak fan so the sides we ordered were 100000x better. the broiled bone marrow ( sounds unappetizing, i know ) was amazing! along with their roasted brussel sprouts. We also got the creamed spinach, but I like the one at Lawry's better. =/ \n\nWe didn't try any of their desserts since Jean Phillipe's patisserie was right downstairs and i was dying to try their deserts....\n\nThe service was great, and the waiters were incredibly friendly and the atmosphere wasn't as stuffy as you'd imagine. OH and their pineapple mojitos. I noticed that their wine collection was pretty extensive, but the prices seemed to be a little higher than other places on the strip....which is understandable, it is Aria after all.\n\nThe overall ambiance was pretty mellow, the music seemed quite loud for an upscale restaurant but it seemed like a great date night place! :P\n\nBut all in all, it was just one of those places that I'd only visit once simply because there are so many steakhouses in vegas.",1,huggingface_baseline,"to begin with, when we first checked in the blonde host was incredibly rude, but the service later on made up for it.nnto start off the meal, they had the standard bread basket with several different varieties of bread. their butternut squash soup was super yummy and their caesar salad is to die for. moving onto the main course....we had the grilled wagyu filet mignon and the ny strip. both were good but i'm not much of a steak fan so the sides we ordered were 100000x better. the broiled bone marrow sounds unappetizing, i know was amazing! along with their roasted brussel sprouts. we also got the creamed spinach, but i like the one at lawry's better. nnwe didn't try any of their desserts since jean phillipe's patisserie was right downstairs and i was dying to try their deserts....nnthe service was great, and the waiters were incredibly friendly and the atmosphere wasn't as stuffy as you'd imagine. oh and their pineapple mojitos. i noticed that their wine collection was pretty extensive, but the prices seemed to be a little higher than other places on the strip....which is understandable, it is aria after all.nnthe overall ambiance was pretty mellow, the music seemed quite loud for an upscale restaurant but it seemed like a great date night place! pnnbut all in all, it was just one of those places that i'd only visit once simply because there are so many steakhouses in vegas.",begin check blonde host incredibly rude service later start meal standard bread basket different variety bread butternut squash soup super yummy caesar salad die move main course grill wagyu filet mignon ny strip good steak fan side order well broiled bone marrow sound unappetizing know amazing roasted brussel sprout get creamed spinach like lawry well nnwe try dessert jean phillipe patisserie right downstairs die try desert nnthe service great waiter incredibly friendly atmosphere stuffy imagine oh pineapple mojito notice wine collection pretty extensive price little high place strip understandable aria overall ambiance pretty mellow music loud upscale restaurant like great date night place pnnbut place visit simply steakhouse vegas
"I don't what else to say beside the fact that this place sucks. Not only is it full of typical douchers, they stole my credit card and then 2 days later I somehow had $1181 taken from my account. I am sure this isn't related... How do I cancel my CC because last charge was for $60 at HFi, then Have this happen. Sounds fishy to me. I guess when your store sucks, you have to resort to thievery.",0,huggingface_baseline,"i don't what else to say beside the fact that this place sucks. not only is it full of typical douchers, they stole my credit card and then 2 days later i somehow had 1181 taken from my account. i am sure this isn't related... how do i cancel my cc because last charge was for 60 at hfi, then have this happen. sounds fishy to me. i guess when your store sucks, you have to resort to thievery.",fact place suck typical doucher steal credit card day later take account sure relate cancel cc charge hfi happen sound fishy guess store suck resort thievery
"I came on a weekday afternoon, and there was only 1 other table taken. \n\nUnfortunately, I was ignored for a good few minutes trying to order and I guess the workers there were \""""busy\"""" counting down the time until their shift was over. \nThis sounds exactly like the experience Mike had (review: 2/6/14), so at least it's not just me. I asked about their punch card, and the staff sounded very annoyed that I was taking up so much of their time. \n\nThey have a huge amount of outdoor patio space along with couches inside, and thanks to the useful wifi tip (pw is their phone number!), I got a lot of work done here. \n\nTheir Mexico Mocha wasn't anything to write home about, and newspapers were on the ground everywhere while the workers only came out to clean up ONCE...right before closing...doing who knows what because they were certainly not that busy.",0,huggingface_baseline,"i came on a weekday afternoon, and there was only 1 other table taken. nnunfortunately, i was ignored for a good few minutes trying to order and i guess the workers there were busy counting down the time until their shift was over. nthis sounds exactly like the experience mike had review 2614, so at least it's not just me. i asked about their punch card, and the staff sounded very annoyed that i was taking up so much of their time. nnthey have a huge amount of outdoor patio space along with couches inside, and thanks to the useful wifi tip pw is their phone number!, i got a lot of work done here. nntheir mexico mocha wasn't anything to write home about, and newspapers were on the ground everywhere while the workers only came out to clean up once...right before closing...doing who knows what because they were certainly not that busy.",come weekday afternoon table take nnunfortunately ignore good minute try order guess worker busy count time shift nthis sound exactly like experience mike review ask punch card staff sound annoyed take time nnthey huge outdoor patio space couch inside thank useful wifi tip pw phone number get lot work nntheir mexico mocha write home newspaper ground worker come clean right closing know certainly busy
"Maybe it was an off night when I went, but I felt it was a bad dining experience. And I say this fully loving Rooster's. We went for a friends b-day, his choice. He had gone before and him and his wife raved about it. Another friend and I were skeptical from the start, nothing on the menu online jumped out at us, options seemed limited and not exciting, but we went because it was not our b-day, not our choice. \n\nSo when we got there they had put some confetti pieces on the table in honor of the b-day, thought that was nice. It was pretty dead in there on a Wednesday except for some private party that ended up taking away from our service. The decor was awful!!! My friend and I couldn't get over how busy/tacky it was. He said it was like Disney on crack or something along those lines. \n\nOn to the meal. We started with a bottle of Sancerre, it was good. We had 2 servers at this point and it wasn't clear who was in charge of what. We then ordered some apps. I tried the fried oyster salad and there was two crab cakes ordered. My salad was the highlight of the whole meal. The fried oysters were great and the creamy balsamic dressing on the salad was very good. I tried a bite of the crab cake, it was fine but nothing to rave about. \n\nFor entrees I had the halibut, 2 had beef cheeks, and one veal. We also got sides of lyonnaise potatoes and some vegetables. My halibut was a tad fishy, which I have never experienced with halibut before. Overall it was prepared well but I have had better. The veal was apparently great but I didn't try it. The boys who had the beef cheeks did not enjoy them, and both felt started to feel ill while still at the restaurant, to the point where alcohol was pushed aside and club soda was ordered for the unhappy tummy's! \n\nFor dessert the birthday boy got a choice of something on the house, he picked the coconut cake and we also got the pistachio creme brulee and a cheese plate. Sweet desserts were fine, again nothing amazing. The cheese got dropped off w/o explanation of what they were, and I believe there were 5 different types. It came with long thing bread sticks that made no sense with the way the cheeses were cut, and its not like any of them were of the spreadable variety. We also had no plates to eat with as all had been cleared. I grabbed a passing server/runner/not sure, and asked him for plates for the table. He took one from a table behind us and gave it to me and ran off, wow that was helpful for the 4 of us. Then I got the attention of someone else for an explanation of what the cheeses were he rambled off some names in French we'd never heard of and took off again, still not knowing what we were going to eat. \n\nWe were actually all laughing at this point because it was just a disaster. Jim Noble actually happened to be there, not cooking, so you'd think they would be working to impress him, but alas that was not the case. Also, when we ordered a 2nd bottle of wine they were out of what we had so he offered a similar Sancerre. And when he asked us if we enjoyed it and did we notice a big difference and I said I hadn't he actually made some sarcastic comment about me being lower class or something!! He laughed as it was meant to be a joke, but hey bud we aren't pals and you really aren't at liberty to talk to me like that. I could not wait to leave. \n\nSo we left after paying waaay too much for such a below average meal and continued to laugh incredulously about what just took place. The boys were still suffering from those cheeks the next day and it was pretty much decided that this didn't warrant a 2nd visit, though I hear its since closed, so no need to worry about that anyway!",0,huggingface_baseline,"maybe it was an off night when i went, but i felt it was a bad dining experience. and i say this fully loving rooster's. we went for a friends bday, his choice. he had gone before and him and his wife raved about it. another friend and i were skeptical from the start, nothing on the menu online jumped out at us, options seemed limited and not exciting, but we went because it was not our bday, not our choice. nnso when we got there they had put some confetti pieces on the table in honor of the bday, thought that was nice. it was pretty dead in there on a wednesday except for some private party that ended up taking away from our service. the decor was awful!!! my friend and i couldn't get over how busytacky it was. he said it was like disney on crack or something along those lines. nnon to the meal. we started with a bottle of sancerre, it was good. we had 2 servers at this point and it wasn't clear who was in charge of what. we then ordered some apps. i tried the fried oyster salad and there was two crab cakes ordered. my salad was the highlight of the whole meal. the fried oysters were great and the creamy balsamic dressing on the salad was very good. i tried a bite of the crab cake, it was fine but nothing to rave about. nnfor entrees i had the halibut, 2 had beef cheeks, and one veal. we also got sides of lyonnaise potatoes and some vegetables. my halibut was a tad fishy, which i have never experienced with halibut before. overall it was prepared well but i have had better. the veal was apparently great but i didn't try it. the boys who had the beef cheeks did not enjoy them, and both felt started to feel ill while still at the restaurant, to the point where alcohol was pushed aside and club soda was ordered for the unhappy tummy's! nnfor dessert the birthday boy got a choice of something on the house, he picked the coconut cake and we also got the pistachio creme brulee and a cheese plate. sweet desserts were fine, again nothing amazing. the cheese got dropped off wo explanation of what they were, and i believe there were 5 different types. it came with long thing bread sticks that made no sense with the way the cheeses were cut, and its not like any of them were of the spreadable variety. we also had no plates to eat with as all had been cleared. i grabbed a passing serverrunnernot sure, and asked him for plates for the table. he took one from a table behind us and gave it to me and ran off, wow that was helpful for the 4 of us. then i got the attention of someone else for an explanation of what the cheeses were he rambled off some names in french we'd never heard of and took off again, still not knowing what we were going to eat. nnwe were actually all laughing at this point because it was just a disaster. jim noble actually happened to be there, not cooking, so you'd think they would be working to impress him, but alas that was not the case. also, when we ordered a 2nd bottle of wine they were out of what we had so he offered a similar sancerre. and when he asked us if we enjoyed it and did we notice a big difference and i said i hadn't he actually made some sarcastic comment about me being lower class or something!! he laughed as it was meant to be a joke, but hey bud we aren't pals and you really aren't at liberty to talk to me like that. i could not wait to leave. nnso we left after paying waaay too much for such a below average meal and continued to laugh incredulously about what just took place. the boys were still suffering from those cheeks the next day and it was pretty much decided that this didn't warrant a 2nd visit, though i hear its since closed, so no need to worry about that anyway!",maybe night go feel bad dining experience fully love rooster go friend bday choice go wife rave friend skeptical start menu online jump option limited exciting go bday choice nnso get confetti piece table honor bday think nice pretty dead wednesday private party end take away service decor awful friend busytacky say like disney crack line nnon meal start bottle sancerre good server point clear charge order app try fried oyster salad crab cake order salad highlight meal fried oyster great creamy balsamic dress salad good try bite crab cake fine rave nnfor entree halibut beef cheek veal get side lyonnaise potato vegetable halibut tad fishy experience halibut overall prepare well veal apparently great try boy beef cheek enjoy felt start feel ill restaurant point alcohol push aside club soda order unhappy tummy nnfor dessert birthday boy get choice house pick coconut cake get pistachio creme brulee cheese plate sweet dessert fine amazing cheese get drop will explanation believe different type come long thing bread stick sense way cheese cut like spreadable variety plate eat clear grab pass serverrunnernot sure ask plate table take table give run wow helpful get attention explanation cheese ramble name french hear take know go eat nnwe actually laugh point disaster jim noble actually happen cook think work impress alas case order bottle wine offer similar sancerre ask enjoy notice big difference say actually sarcastic comment low class laugh mean joke hey bud pal liberty talk like wait leave nnso leave pay waaay average meal continue laugh incredulously take place boy suffer cheek day pretty decide warrant visit hear closed need worry
Try the fish tacos. Decent food for a fair price in Vegas.,1,huggingface_baseline,try the fish tacos. decent food for a fair price in vegas.,try fish taco decent food fair price vegas
"What a terrible terrible experience, maybe my worst dinning experience of all time.  Dull boring inside, rude staff who did not want to interact with the diners,  food was just slammed on the table.  And the food was vastly over priced,  tasteless and tiny portions which left me very hungry.  I had the beef bourguigon, bland and a dire small portion which left me starving,  and for \u00a315 I expected so much more.  From what I seen around me the rest of the food on the menu looked poor to,  to sum up just walk past this place and go elsewher.",0,huggingface_baseline,"what a terrible terrible experience, maybe my worst dinning experience of all time. dull boring inside, rude staff who did not want to interact with the diners, food was just slammed on the table. and the food was vastly over priced, tasteless and tiny portions which left me very hungry. i had the beef bourguigon, bland and a dire small portion which left me starving, and for u00a315 i expected so much more. from what i seen around me the rest of the food on the menu looked poor to, to sum up just walk past this place and go elsewher.",terrible terrible experience maybe bad dinning experience time dull bore inside rude staff want interact diner food slam table food vastly price tasteless tiny portion leave hungry beef bourguigon bland dire small portion leave starve expect see rest food menu look poor sum walk past place elsewher
"We went here after visiting the website and expecting some pretty good food and drinks. This place is as \""""Americanized\"""" as any Mexican place I've been. The interior, service, and food is mediocre but everything after that goes way downhill. The chips and salsa were very sub par but the fajitas actually had a little seasoning on them (too much to ask for most of the time). The worst part about the restaurant was the margaritas. I came in expecting a good drink after seeing it was voted best margarita in Charlotte and left wondering how 600,000 people could be so wrong. They have sweet and sour mix by the gallon and that's all the drink tasted like. Fresh lime juice is not bright green, so the drink shouldn't be. I even overheard some drunk young dude who knew no better comment on how good his margarita was while sitting at the bar. Thar poor soul has no clue what a mans drink is: good tequila, grand marnier/cointreau, and fresh lime juice. Mine had the first two but I couldn't taste anything but artificial mix. \n\nGo there if you want a step up from Taco Bell for three times the money! Otherwise seek out something more authentic.",0,huggingface_baseline,"we went here after visiting the website and expecting some pretty good food and drinks. this place is as americanized as any mexican place i've been. the interior, service, and food is mediocre but everything after that goes way downhill. the chips and salsa were very sub par but the fajitas actually had a little seasoning on them too much to ask for most of the time. the worst part about the restaurant was the margaritas. i came in expecting a good drink after seeing it was voted best margarita in charlotte and left wondering how 600,000 people could be so wrong. they have sweet and sour mix by the gallon and that's all the drink tasted like. fresh lime juice is not bright green, so the drink shouldn't be. i even overheard some drunk young dude who knew no better comment on how good his margarita was while sitting at the bar. thar poor soul has no clue what a mans drink is good tequila, grand marniercointreau, and fresh lime juice. mine had the first two but i couldn't taste anything but artificial mix. nngo there if you want a step up from taco bell for three times the money! otherwise seek out something more authentic.",go visit website expect pretty good food drink place americanized mexican place interior service food mediocre go way downhill chip salsa sub par fajita actually little seasoning ask time bad restaurant margaritas come expect good drink see vote good margarita charlotte leave wonder people wrong sweet sour mix gallon drink taste like fresh lime juice bright green drink overheard drunk young dude know well comment good margarita sit bar thar poor soul clue mans drink good tequila grand marniercointreau fresh lime juice taste artificial mix nngo want step taco bell time money seek authentic
"After my experience at Papago Brewery, I now spend my time at Four Peaks any time I am in the mood for a good beer. I like their Arizona Peach Ale and their Hefeweizen. I usually order their veggie pesto pizza or chicken enchiladas. I know your probably thinking what I was thinking, enchiladas at a brewery? They are delicious. I always take home the leftovers, which are just as good the next day. My husband is predictable, he always orders the salmon b.l.t. \n\nCon - I wish Four Peaks had a better happy hour. Maybe 1/2 price appetizers, which would bring me in more often. Regardless, I still keep going back.",1,huggingface_baseline,"after my experience at papago brewery, i now spend my time at four peaks any time i am in the mood for a good beer. i like their arizona peach ale and their hefeweizen. i usually order their veggie pesto pizza or chicken enchiladas. i know your probably thinking what i was thinking, enchiladas at a brewery? they are delicious. i always take home the leftovers, which are just as good the next day. my husband is predictable, he always orders the salmon b.l.t. nncon i wish four peaks had a better happy hour. maybe 12 price appetizers, which would bring me in more often. regardless, i still keep going back.",experience papago brewery spend time peak time mood good beer like arizona peach ale hefeweizen usually order veggie pesto pizza chicken enchilada know probably think think enchiladas brewery delicious home leftover good day husband predictable order salmon nncon wish peak well happy hour maybe price appetizer bring regardless go
"Came here last Saturday for Charlotte Restaurant Week. We walked so I can't comment on parking.\n\nThe place is super tiny....however, I think that is what makes it unique and adorable. We started with a bottle of Chardonay, which was decently priced and very good. \n\nAppetizers: Tuna Sahimi and Clam Chowder. The sashimi was good. However, the chowder was absolutely amazing. I love chowder and this was top notch. Not overly creamy but just perfect. This could have actually been my favorite part of the night!\n\nEntree- Lamb shank and CAB filet. Husband ordered the lamb.....super huge portion. I have no clue how he finished it. It fell right off the bone. My filet was cooked so well and the mushroom sauce on top was a perfect compliment. The blue cheese (I hate blue cheese btw!) mashed potatoes was so unique and different. \n\nDessert- Creme Brulee and Chocolate Torte- Didnt actually try to the torte but the Creme Brulee was PERFECT! Such an amazing ending.\n\nSo glad that we had the opportunity to come here!",1,huggingface_baseline,"came here last saturday for charlotte restaurant week. we walked so i can't comment on parking.nnthe place is super tiny....however, i think that is what makes it unique and adorable. we started with a bottle of chardonay, which was decently priced and very good. nnappetizers tuna sahimi and clam chowder. the sashimi was good. however, the chowder was absolutely amazing. i love chowder and this was top notch. not overly creamy but just perfect. this could have actually been my favorite part of the night!nnentree lamb shank and cab filet. husband ordered the lamb.....super huge portion. i have no clue how he finished it. it fell right off the bone. my filet was cooked so well and the mushroom sauce on top was a perfect compliment. the blue cheese i hate blue cheese btw! mashed potatoes was so unique and different. nndessert creme brulee and chocolate torte didnt actually try to the torte but the creme brulee was perfect! such an amazing ending.nnso glad that we had the opportunity to come here!",come saturday charlotte restaurant week walk comment place super tiny think make unique adorable start bottle chardonay decently price good nnappetizers tuna sahimi clam chowder sashimi good chowder absolutely amazing love chowder notch overly creamy perfect actually favorite lamb shank cab filet husband order lamb super huge portion clue finish fall right bone filet cook mushroom sauce perfect compliment blue cheese hate blue cheese btw mashed potato unique different nndessert creme brulee chocolate torte not actually try torte creme brulee perfect amazing glad opportunity come
"Awesome place for pho ! Special combination is good,  but there serving is  not consistent sometimes you get a big portion then next time you get a sad face\n :( but this is the only restaurant that serves pho in my area . Service is excellent ! Hope \nThis information is useful :)",1,huggingface_baseline,"awesome place for pho ! special combination is good, but there serving is not consistent sometimes you get a big portion then next time you get a sad facen but this is the only restaurant that serves pho in my area . service is excellent ! hope nthis information is useful",awesome place pho special combination good serve consistent big portion time sad facen restaurant serve pho area service excellent hope nthis information useful
"Needed an economical place in Las Vegas for a couple of nights.  The Golden Nugget stood up and filled this need in a very good way.  Think about it . . . $47/night  (Priceline). . . a clean room and hotel, an amazing comfortable bed, good, I mean really good restaurants . . . read those reviews and a friendly and attentive staff  . . . and I tell you this . . . even if it is not on the Strip, well, Fremont street is just outside and this hotel has value.  I will be trying out some other hotels but I know that I am returning here after I try some other place and have hard experience to return me to the truth . . . this place delivers on value.  If I want the Strip . . . well it is just down the street.  Call me simple but sometimes I just want simple.  Enough said.",1,huggingface_baseline,"needed an economical place in las vegas for a couple of nights. the golden nugget stood up and filled this need in a very good way. think about it . . . 47night priceline. . . a clean room and hotel, an amazing comfortable bed, good, i mean really good restaurants . . . read those reviews and a friendly and attentive staff . . . and i tell you this . . . even if it is not on the strip, well, fremont street is just outside and this hotel has value. i will be trying out some other hotels but i know that i am returning here after i try some other place and have hard experience to return me to the truth . . . this place delivers on value. if i want the strip . . . well it is just down the street. call me simple but sometimes i just want simple. enough said.",need economical place las vegas couple night golden nugget stand fill need good way think priceline clean room hotel amazing comfortable bed good mean good restaurant read review friendly attentive staff tell strip fremont street outside hotel value try hotel know return try place hard experience return truth place deliver value want strip street simple want simple say
"I went out to dinner here last night with a few friends with high hopes that we're shot down when out entrees arrived. I ordered one of the specials, NY strip and crab cakes with potatoes gratin and asparagus. The crab cake was too salty to eat. The steak wasn't anything special either. My friend ordered the salmon and it was same, salty and not a lot of flavor.  \n\nThe cocktails we ordered were great and the service was spectacular, unfortunately the food was not.  I wouldn't recommend coming here to eat but stopping at the bar for a cocktail would be a nice way to start your night.",0,huggingface_baseline,"i went out to dinner here last night with a few friends with high hopes that we're shot down when out entrees arrived. i ordered one of the specials, ny strip and crab cakes with potatoes gratin and asparagus. the crab cake was too salty to eat. the steak wasn't anything special either. my friend ordered the salmon and it was same, salty and not a lot of flavor. nnthe cocktails we ordered were great and the service was spectacular, unfortunately the food was not. i wouldn't recommend coming here to eat but stopping at the bar for a cocktail would be a nice way to start your night.",go dinner night friend high hope shoot entree arrive order special ny strip crab cake potato gratin asparagus crab cake salty eat steak special friend order salmon salty lot flavor nnthe cocktail order great service spectacular unfortunately food recommend come eat stop bar cocktail nice way start night
"As many here have said, The Padre is the way to go. It's composed of several delicious flavors that work magically together.\n\nThis is a nice place to take friends and family.",1,huggingface_baseline,"as many here have said, the padre is the way to go. it's composed of several delicious flavors that work magically together.nnthis is a nice place to take friends and family.",say padre way compose delicious flavor work magically nice place friend family
