label,entity_norm,count
ORG,the bell center,1
ORG,the bellagio fountain show,1
ORG,the best deal anywhere,1
ORG,the big dipper sandwich,1
ORG,the big fight,1
ORG,the big king,1
ORG,the big lots,1
ORG,the birthday cake,1
ORG,the blu burger,1
ORG,the board of health,1
ORG,the bollix spicy potato balls,1
ORG,the california chicken burger,1
ORG,the car drive journey,1
ORG,the casino).\n\npoor food:\n-steak,1
ORG,the chart house,1
ORG,the chick skillet,1
ORG,the chicken waffles,1
ORG,the china buffet,1
ORG,the chocolate peanut butter cup,1
ORG,the cholula boneless wings,1
ORG,the cob & a red potato,1
ORG,the convention center,1
ORG,the cosmopolitan hotel and,1
ORG,the crazy alfredo,1
ORG,the culinary academy of las vegas.\nthey,1
ORG,the d terminal at sky harbor,1
ORG,the dor-stop,1
ORG,the downtown phoenix public market,1
ORG,the earl club,1
ORG,the food,1
ORG,the food network,1
ORG,"the food, & cleaned",1
ORG,the fremont hotel and,1
ORG,the fried mac,1
ORG,the front desk,1
ORG,the front of the house,1
ORG,"the fukuburger \""""food",1
ORG,the ga pow,1
ORG,the green chile pork,1
ORG,the hardrock on rehab,1
ORG,the hibachi chicken,1
ORG,the home theater doctor,1
ORG,the hooters hotel and casino,1
ORG,the hot n juicy special,1
ORG,the i-17 and bethany home rd,1
ORG,the iced tea,1
ORG,the insalata grande,1
ORG,the la senza,1
ORG,the las vegas blvd,1
ORG,the lazy workers,1
ORG,the lemongrass chicken,1
ORG,the living social coupon,1
ORG,the mac n,1
ORG,the mattress factory,1
ORG,the maui rib eye,1
ORG,the meat lovers,1
ORG,the medical center,1
ORG,the mei fun,1
ORG,the mesa arts center,1
ORG,the mint museum,1
ORG,the mirage hotel,1
ORG,the mirage volcano,1
ORG,the mongolian bbq &,1
ORG,the mulligatawny soup,1
ORG,the napa short ribs,1
ORG,the national enquirer,1
ORG,the natto roll,1
ORG,the nba allstars,1
ORG,the nitty gritty,1
ORG,the og chicago,1
ORG,the omni hotel,1
ORG,the oyster bar,1
ORG,the pad thai,1
ORG,the pale ale,1
ORG,the pesto pasta,1
ORG,the pittmaster champion,1
ORG,the pollo asada burrito,1
ORG,the pollo fundido,1
ORG,the pork loin,1
ORG,the primanti brothers,1
ORG,the red beans & rice,1
ORG,the red herring,1
ORG,the red pepper cream,1
ORG,the red rock hotel,1
ORG,the rl:\n\n-site,1
ORG,the roasted duck,1
ORG,the san francisco giants,1
ORG,the scotsman hotel,1
ORG,the scottsdale gun club,1
ORG,the shahi paneer,1
ORG,the sierra hotel,1
ORG,the slice & since,1
ORG,the southwest burrito,1
ORG,the spicy basil duck,1
ORG,the spicy crab,1
ORG,the spicy garlic shrimp,1
ORG,the spider roll,1
ORG,the split pea risotto,1
ORG,the springs cafe,1
ORG,the st james shopping centre,1
ORG,the st louis style spareribs,1
ORG,the stock shop,1
ORG,the sugar factory,1
ORG,the summerhall (arts,1
ORG,the super wal-mart,1
ORG,the supreme master's,1
ORG,the terminal b einstein brothers bagels,1
ORG,the thai spicy,1
ORG,the the bank,1
ORG,the the mix lounge,1
ORG,the the westin villas,1
ORG,the town & country farmers markets,1
ORG,the town of paradise valley,1
ORG,the turkey wrap,1
ORG,the ultimate garlic tuna roll,1
ORG,the underground city tour,1
ORG,the undftd la,1
ORG,the united states postal service,1
ORG,the vanilla waffle,1
ORG,the vanlandingham estate,1
ORG,the verandah cafe,1
ORG,the washington roll,1
ORG,the west valley women's care,1
ORG,the west vally women's care,1
ORG,the white star line,1
ORG,the wolfgang puck bar & grill,1
ORG,the won ton soup,1
ORG,the yelp spring break,1
ORG,thehotel,1
ORG,them!\,1
ORG,thin & crispy & the,1
ORG,threaten,1
ORG,time out lounge,1
ORG,tische,1
ORG,tlc,1
ORG,toby &,1
ORG,tofu hut,1
ORG,tombstone,1
ORG,tone,1
ORG,toppings,1
ORG,torched goodness',1
ORG,tortillas,1
ORG,tottie's,1
ORG,trails,1
ORG,truffle chutney,1
ORG,truffle mac &,1
ORG,tryst,1
ORG,tuna tempura,1
ORG,twelve,1
ORG,two - blue's,1
ORG,u.n.,1
ORG,ui,1
ORG,ulta on lake mead,1
ORG,ultra,1
ORG,un endroit,1
ORG,un lieu pour,1
ORG,unbeatable.\n\nyou,1
ORG,uncle bear's,1
ORG,uncomfortable.\n\nbar,1
ORG,union,1
ORG,university,1
ORG,untouched,1
ORG,update,1
ORG,us.\n\nwill,1
ORG,us@home,1
ORG,usda choice,1
ORG,uye,1
ORG,valley.\n\nthe,1
ORG,vegan & vegetarian dishes,1
ORG,vegas & i,1
ORG,vegetarians & local,1
ORG,veggie,1
ORG,venison chili &,1
ORG,verk\u00e4uferinnen,1
ORG,vert de fraicheur,1
ORG,vikings,1
ORG,villa mirage,1
ORG,vip,1
ORG,vito,1
ORG,viva elvis,1
ORG,viva mercados,1
ORG,vivian,1
ORG,vodka sauce,1
ORG,volkswagen,1
ORG,volkswagen tiguan,1
ORG,von uns nicht genutzt wurde,1
ORG,"vons, albertsons",1
ORG,w hotel,1
ORG,wait,1
ORG,washing machine,1
ORG,water).\n\nour,1
ORG,way!\n\nlola,1
ORG,westin,1
ORG,wet n wild las vegas,1
ORG,whattttt,1
ORG,whole foods market - you'd,1
ORG,wicked spoon,1
ORG,win,1
ORG,winchell,1
ORG,wink &,1
ORG,wolfgang,1
ORG,wonderful,1
ORG,wth,1
ORG,wynn lacks,1
ORG,wynn/encore appetizer crawl,1
ORG,xbox,1
ORG,xoxo,1
ORG,xrta crispy,1
ORG,xtra,1
ORG,yc,1
ORG,yelp's spa night,1
ORG,yelp.\n\ninfo,1
ORG,yelp.com,1
ORG,yogurt & fruit,1
ORG,york co.,1
ORG,you\n\nflank,1
ORG,youfit,1
ORG,yovi,1
ORG,yuckon,1
ORG,yuk,1
ORG,yuk!) & much,1
ORG,yum yum,1
ORG,yum)\n-greek salad,1
ORG,zagat,1
ORG,zeit,1
ORG,zwar,1
ORG,zzeek,1
PERSON,vegas,53
PERSON,bellagio,20
PERSON,madison,15
PERSON,chipotle,11
PERSON,amy,10
PERSON,wifi,9
PERSON,john,8
PERSON,pho,8
PERSON,denny,7
PERSON,groupon,7
PERSON,palazzo,7
PERSON,benedict,6
PERSON,jack,6
PERSON,joe,6
PERSON,meh,6
PERSON,steve,6
PERSON,"\""""well",5
PERSON,domino,5
PERSON,gallagher,5
PERSON,gilbert,5
PERSON,hooters,5
PERSON,jalape\u00f1o,5
PERSON,janmichael,5
PERSON,lee,5
PERSON,mac,5
PERSON,maria,5
PERSON,taylor,5
PERSON,tommy,5
PERSON,wynn,5
PERSON,boxty,4
PERSON,chicken,4
PERSON,connie,4
PERSON,curry chicken,4
PERSON,dive,4
PERSON,ichiza,4
PERSON,jake,4
PERSON,mark,4
PERSON,matt,4
PERSON,mike,4
PERSON,monkey pants,4
PERSON,oregano,4
PERSON,phil,4
PERSON,rex,4
PERSON,tons,4
PERSON,\ni,3
PERSON,allie,3
PERSON,andrew,3
PERSON,bitten,3
PERSON,bleu,3
PERSON,blt,3
PERSON,bread,3
PERSON,brian,3
PERSON,buffet,3
PERSON,bummer,3
PERSON,burgr,3
PERSON,carne asada,3
PERSON,chandler,3
PERSON,cher,3
PERSON,choi,3
PERSON,crispy,3
PERSON,critter ridder,3
PERSON,danny,3
PERSON,dave,3
PERSON,helen,3
PERSON,highly,3
PERSON,howard,3
PERSON,hummus,3
PERSON,jen,3
PERSON,liz,3
PERSON,lo mein,3
PERSON,lunch buffet,3
PERSON,nicole,3
PERSON,parmesan,3
PERSON,patty,3
PERSON,pens,3
PERSON,picazzo,3
PERSON,pikolo,3
PERSON,rachel,3
PERSON,rice,3
PERSON,sprinkles,3
PERSON,tacos,3
PERSON,tao,3
PERSON,tapas,3
PERSON,todd,3
PERSON,tony,3
PERSON,wonton,3
PERSON,yummy,3
PERSON,\n(2,2
PERSON,\n\nthen,2
PERSON,\nit,2
PERSON,al,2
PERSON,angefangen,2
PERSON,angel,2
PERSON,angela,2
PERSON,asada tacos,2
PERSON,austin,2
PERSON,avis las vegas,2
PERSON,banfield,2
PERSON,basil,2
PERSON,bbq,2
PERSON,beatles,2
PERSON,beso,2
PERSON,bien,2
PERSON,big wong's,2
PERSON,bob,2
PERSON,bobbie,2
PERSON,bobby,2
PERSON,bon,2
PERSON,bonilla,2
PERSON,box,2
PERSON,brad,2
PERSON,buffett,2
PERSON,butterfield,2
PERSON,cafe,2
PERSON,cafe laguna,2
PERSON,calvin harris,2
PERSON,camelback,2
PERSON,cappadocia,2
PERSON,caramel latte,2
PERSON,carmella,2
PERSON,chef eric,2
PERSON,chelsea,2
PERSON,cheng,2
PERSON,consistency,2
PERSON,conspire,2
PERSON,cozy,2
PERSON,dessert,2
PERSON,diane,2
PERSON,dusit,2
PERSON,earl grey,2
PERSON,felt,2
PERSON,filet,2
PERSON,foie gras,2
PERSON,frank,2
PERSON,frankie,2
PERSON,frankie scinta,2
PERSON,frederick douglass,2
PERSON,frost bites shavery,2
PERSON,geld,2
PERSON,goodwill,2
PERSON,granted,2
PERSON,gras,2
PERSON,grouchy john's,2
PERSON,grund,2
PERSON,gyro,2
PERSON,gyros,2
PERSON,hahaha,2
PERSON,harrah,2
PERSON,hatte,2
PERSON,hehehe,2
PERSON,hemma,2
PERSON,herb butter,2
PERSON,hose,2
PERSON,hubs,2
PERSON,huevos,2
PERSON,hyde,2
PERSON,iceberg,2
PERSON,jenni pho,2
PERSON,jess,2
PERSON,jessica,2
PERSON,joel robuchon,2
PERSON,jose,2
PERSON,judith,2
PERSON,juicy,2
PERSON,juliobertos,2
PERSON,kann,2
PERSON,kj,2
PERSON,kobe,2
PERSON,kyle,2
PERSON,leider,2
PERSON,lesson,2
PERSON,lin,2
PERSON,lindsey,2
PERSON,line,2
PERSON,lisa,2
PERSON,macys,2
PERSON,meaty,2
PERSON,melanie,2
PERSON,michael henderson,2
PERSON,mill ave,2
PERSON,mint chicken,2
PERSON,mitchell,2
PERSON,mmmmm,2
PERSON,mom,2
PERSON,monroeville,2
PERSON,moon,2
PERSON,nah,2
PERSON,ou,2
PERSON,ours,2
PERSON,pakastani,2
PERSON,patrick,2
PERSON,paul,2
PERSON,pho minh,2
PERSON,pinkberry,2
PERSON,quizno,2
PERSON,red robin,2
PERSON,reuben,2
PERSON,rick,2
PERSON,robert,2
PERSON,rocco,2
PERSON,roger,2
PERSON,rudy,2
PERSON,russell,2
PERSON,ryan,2
PERSON,sam woo's,2
PERSON,sancerre,2
PERSON,sarah,2
PERSON,sardella,2
PERSON,sauce,2
PERSON,sch\u00f6n,2
PERSON,soggy,2
PERSON,sonny,2
PERSON,soooo,2
PERSON,sora,2
PERSON,sprouts,2
PERSON,tap haus,2
PERSON,tempe camera,2
PERSON,thai basil,2
PERSON,thick,2
PERSON,thicker,2
PERSON,thomas,2
PERSON,tisch,2
PERSON,tony roma,2
PERSON,tracy,2
PERSON,val vista,2
PERSON,vato cigars,2
PERSON,vons,2
PERSON,wai,2
PERSON,waren frisch,2
PERSON,warhol,2
PERSON,wendy,2
PERSON,wish,2
PERSON,wolfgang puck,2
PERSON,xs,2
PERSON,yay,2
PERSON,zipps,2
PERSON,- earl,1
PERSON,.something,1
PERSON,2 volcano nachos,1
PERSON,:p,1
PERSON,;-),1
PERSON,=),1
PERSON,"\""""$26",1
PERSON,"\""""--a",1
PERSON,"\""""1.00",1
PERSON,"\""""a",1
PERSON,"\""""edinburgh books\",1
PERSON,"\""""honey",1
PERSON,"\""""hurry up",1
PERSON,"\""""i won't\",1
PERSON,"\""""i'll",1
PERSON,"\""""it",1
PERSON,"\""""on",1
PERSON,"\""""ridiculous sized\""""\nit's",1
PERSON,"\""""so",1
PERSON,"\""""white\",1
PERSON,"\""""why\",1
PERSON,\n***spiandini appetizer,1
PERSON,\n\n1,1
PERSON,\n\n8,1
PERSON,\n\n=)\n\nwe,1
PERSON,\n\nany pasta,1
PERSON,\n\nat,1
PERSON,\n\ndefinitely,1
PERSON,\n\ndon't,1
PERSON,\n\nfyi,1
PERSON,\n\nhe,1
PERSON,\n\ni,1
PERSON,\n\npaul,1
PERSON,\n\nsurrender,1
PERSON,\n\nwhat to know:\n*dine,1
PERSON,\n\nwhen,1
PERSON,\n\nwwwwwoooooooowwwww!!!!\n\nit,1
PERSON,\nab,1
PERSON,\negg,1
PERSON,\nidyllisch,1
PERSON,\nim sommer,1
PERSON,\nin der herrenabteilung,1
PERSON,\u00e9tait un,1
PERSON,\u00fcbrigen f\u00fcr,1
PERSON,\u00fcbrigen werde,1
PERSON,a bloody mary,1
PERSON,a good hamburger,1
PERSON,aaaahhhhhh,1
PERSON,aaron,1
PERSON,aaron schwamberg,1
PERSON,acacia cafe,1
PERSON,adams morgan,1
PERSON,adobada meet,1
PERSON,again\,1
PERSON,ahwatukee,1
PERSON,aktuellen kollektionen mit,1
PERSON,al s. .......,1
PERSON,alan,1
PERSON,alas,1
PERSON,albuquerque,1
PERSON,alfonso,1
PERSON,alien rock 1,1
PERSON,alien rock 2,1
PERSON,all'elara hilton,1
PERSON,allana,1
PERSON,alle leben,1
PERSON,allergen,1
PERSON,alles speisen,1
PERSON,alligator soup,1
PERSON,alyssa,1
PERSON,amanecer salvadoreno,1
PERSON,amelinda l.,1
PERSON,amicis,1
PERSON,"amount\""""\n\n\nat",1
PERSON,anabel,1
PERSON,and/or chicken,1
PERSON,andrea,1
PERSON,andrew h.,1
PERSON,andy gibb's,1
PERSON,anne,1
PERSON,anprobieren angesprochen,1
PERSON,ansicht,1
PERSON,anthony,1
PERSON,anthony bourdain,1
PERSON,anzahl,1
PERSON,apple store,1
PERSON,aria's.\n\nmy,1
PERSON,arincini,1
PERSON,armando martinez,1
PERSON,armchair,1
PERSON,arnold,1
PERSON,arnold palmer-my,1
PERSON,arribas,1
PERSON,arthur,1
PERSON,artificiel mais,1
PERSON,asada burrito,1
PERSON,asada quesadilla,1
PERSON,ashley,1
PERSON,ashley b.,1
PERSON,assolutamente strategico,1
PERSON,auf extras,1
PERSON,aufnahme der bestellung,1
PERSON,avis,1
PERSON,avoooooooid,1
PERSON,awesome!!!\n\nwe,1
PERSON,ayce sushi,1
PERSON,b. coffee,1
PERSON,b\u00f6ckeler,1
PERSON,baby shower,1
PERSON,bacardi,1
PERSON,bachelorette,1
PERSON,baci,1
PERSON,back.\n\nif,1
PERSON,backyard,1
PERSON,bagel shop,1
PERSON,banana,1
PERSON,banquet f&b,1
PERSON,bar bianco,1
PERSON,barneys beer,1
PERSON,barros,1
PERSON,barry,1
PERSON,baseline,1
PERSON,basil chicken,1
PERSON,baxter,1
PERSON,bbq chicken,1
PERSON,bbq pork cuban,1
PERSON,becasue,1
PERSON,bedienung,1
PERSON,bedienung nett,1
PERSON,beef brisket,1
PERSON,beef jerky store,1
PERSON,beef negimaki,1
PERSON,beef schwarma,1
PERSON,beef wellington,1
PERSON,beef.\nmy burger,1
PERSON,beet salad,1
PERSON,bekannten zum,1
PERSON,bekleidungsl\u00e4den,1
PERSON,belagio,1
PERSON,ben,1
PERSON,ben affleck-,1
PERSON,best pho,1
PERSON,best warhol,1
PERSON,bevorzugung der,1
PERSON,biaagia,1
PERSON,biancos,1
PERSON,bien ordinaire,1
PERSON,bien situ\u00e9,1
PERSON,big wong,1
PERSON,bill,1
PERSON,bill vodkas,1
PERSON,bill.\n\nin,1
PERSON,billy,1
PERSON,bin daraufhin sehr gut,1
PERSON,bin daraufhin zu breuninger gegangen,1
PERSON,bin gegangen,1
PERSON,bin kein,1
PERSON,blackjack,1
PERSON,blah,1
PERSON,bland,1
PERSON,bleh,1
PERSON,bliss,1
PERSON,bliss flow,1
PERSON,blu ray,1
PERSON,bobby q's,1
PERSON,bollywood,1
PERSON,bon mais,1
PERSON,boo hoo,1
PERSON,border,1
PERSON,bottega,1
PERSON,bottom bracket,1
PERSON,bottom line,1
PERSON,boudreaux,1
PERSON,boulder hwy,1
PERSON,boulder station's,1
PERSON,bourgeoisie,1
PERSON,boy,1
PERSON,braised,1
PERSON,braised short ribs,1
PERSON,brandon,1
PERSON,brandon parker,1
PERSON,brava nicole,1
PERSON,bravo,1
PERSON,bread-,1
PERSON,breakfast burritos,1
PERSON,brenda p.'s,1
PERSON,brenly,1
PERSON,brent,1
PERSON,brett,1
PERSON,bri d.,1
PERSON,brian massie,1
PERSON,brie,1
PERSON,brizza,1
PERSON,broasted chicken,1
PERSON,bruins,1
PERSON,brussel,1
PERSON,brussel sprouts,1
PERSON,btw,1
PERSON,buckeye,1
PERSON,bud light,1
PERSON,buon gusto,1
PERSON,buster,1
PERSON,buyer,1
PERSON,buyer beware,1
PERSON,caesar salad,1
PERSON,caesars,1
PERSON,caf\u00e9,1
PERSON,caf\u00e9 de pari butter,1
PERSON,cajun canvas,1
PERSON,cal,1
PERSON,cali,1
PERSON,camelback cleaners,1
PERSON,candlelight yoga,1
PERSON,caramel gelati.....,1
PERSON,caramel lattes,1
PERSON,carne asada beef,1
PERSON,carne asada quesadilla,1
PERSON,carne asada tacos,1
PERSON,carrot,1
PERSON,carry out,1
PERSON,carson,1
PERSON,cary,1
PERSON,catherine,1
PERSON,cathy,1
PERSON,caucasian,1
PERSON,ce qui le,1
PERSON,cefiore,1
PERSON,chamber framer,1
PERSON,chamber framer's,1
PERSON,changs,1
PERSON,charlie palmer,1
PERSON,chef boy r dee,1
PERSON,chef jamie,1
PERSON,chef jose andres,1
PERSON,chef josh,1
PERSON,chef ramsey's,1
PERSON,cherry lash lounge,1
PERSON,chevre,1
PERSON,chick fil-a,1
PERSON,chicken chow mein,1
PERSON,chicken kebab,1
PERSON,chicken parma,1
PERSON,chicken teriyaki,1
PERSON,chicken tikka masala,1
PERSON,chien,1
PERSON,chino,1
PERSON,chino bandido,1
PERSON,chocolate sauce,1
PERSON,chow mein,1
PERSON,chris uptown,1
PERSON,christine,1
PERSON,christopher d.,1
PERSON,chronic tacos,1
PERSON,chuck,1
PERSON,chuck hamburg,1
PERSON,cindy,1
PERSON,cioppino,1
PERSON,claim jumpers,1
PERSON,coconut froyo,1
PERSON,cod,1
PERSON,coke\n\nwhen,1
PERSON,cole slaw,1
PERSON,comerica,1
PERSON,comme ca,1
PERSON,complimentary baguette,1
PERSON,congrats,1
PERSON,cora,1
PERSON,cordon bleu,1
PERSON,corn,1
PERSON,corned beef,1
PERSON,cotton candy,1
PERSON,coulda,1
PERSON,courtyard marriott @ sky harbor,1
PERSON,cowabunga,1
PERSON,cowabunga bay,1
PERSON,cowboy ciao,1
PERSON,craftsteak,1
PERSON,craig,1
PERSON,cranberry,1
PERSON,cranberry juice\nboth,1
PERSON,creamy,1
PERSON,creme brulee,1
PERSON,crostini,1
PERSON,cruz,1
PERSON,curry pakora,1
PERSON,dal toro,1
PERSON,daniel pecan,1
PERSON,daniel soooo,1
PERSON,danney,1
PERSON,darauf,1
PERSON,daraus wurde,1
PERSON,darlene,1
PERSON,darnit,1
PERSON,darren,1
PERSON,das lokal,1
PERSON,dates decor,1
PERSON,dave thomas,1
PERSON,david bromstad,1
PERSON,david copperfield,1
PERSON,davon abgesehen,1
PERSON,dayum,1
PERSON,de mon chum \u00e9taient bons aussi,1
PERSON,de safran,1
PERSON,dead roach,1
PERSON,deck department,1
PERSON,deco,1
PERSON,"deemed \""""practically unsinkable\",1
PERSON,del,1
PERSON,delucia,1
PERSON,dem bezahlen,1
PERSON,dem weg,1
PERSON,den,1
PERSON,deoderizer,1
PERSON,der,1
PERSON,der einen,1
PERSON,der krawatte,1
PERSON,der mich massiv,1
PERSON,der zweite stern.\nallerdings,1
PERSON,desert,1
PERSON,desert inn,1
PERSON,dessert torta di nonna,1
PERSON,dick bar.\n\nthe bar,1
PERSON,dick portillo,1
PERSON,die!\,1
PERSON,dijon mustard,1
PERSON,dim sum,1
PERSON,dim sum restaurant,1
PERSON,ding dong style,1
PERSON,ding*\n\ncookie,1
PERSON,disappointment.\n\n(stuffed dates,1
PERSON,diskret,1
PERSON,doc l. silva,1
PERSON,doch sehr,1
PERSON,dollar,1
PERSON,dolma,1
PERSON,don;t,1
PERSON,donald s,1
PERSON,donnie,1
PERSON,doritos,1
PERSON,dose,1
PERSON,down!\n\nperk,1
PERSON,dr gilchrist,1
PERSON,dr rehl,1
PERSON,dr.,1
PERSON,"drauf\""""\n\n1 sandwich",1
PERSON,driver,1
PERSON,duck,1
PERSON,duck\nbbq pork\ncongee\nginseng,1
PERSON,dude.\n\nbtw,1
PERSON,dutch bros,1
PERSON,dylan,1
PERSON,earl of marchmont,1
PERSON,ecstatic!\n\nthey,1
PERSON,ed hardy,1
PERSON,edamame,1
PERSON,edemame,1
PERSON,edie,1
PERSON,eduardo sandoval,1
PERSON,eel,1
PERSON,egg,1
PERSON,einem dann,1
PERSON,einfallen lassen,1
PERSON,either.\n\nfood,1
PERSON,el dente,1
PERSON,emerald at queensridge,1
PERSON,emily,1
PERSON,emily b.,1
PERSON,emily b. - she,1
PERSON,employ,1
PERSON,en \u00e9coutant de la,1
PERSON,enchiladas w/ mole,1
PERSON,enjoy,1
PERSON,enjoyed,1
PERSON,enya,1
PERSON,erdgeschoss w\u00fcrde,1
PERSON,essence bakery,1
PERSON,esther,1
PERSON,etoh,1
PERSON,etwas konsumiere,1
PERSON,evil kneivel,1
PERSON,extrem klein,1
PERSON,f\u00fcr,1
PERSON,f\u00fcr backwaren,1
PERSON,f\u00fcr mich,1
PERSON,fallen,1
PERSON,famous uncle al's,1
PERSON,farmer,1
PERSON,fattasaurous,1
PERSON,fauberg,1
PERSON,fettuccini alfredo,1
PERSON,fetzer riesling,1
PERSON,filiberto,1
PERSON,fingers,1
PERSON,firecracker,1
PERSON,firefly,1
PERSON,firehouse subs,1
PERSON,fitzgerald,1
PERSON,flame,1
PERSON,flamenco,1
PERSON,flamenco sketches,1
PERSON,flat top,1
PERSON,flattop,1
PERSON,flemings,1
PERSON,flip,1
PERSON,floor filty,1
PERSON,flour,1
PERSON,flour tortillas,1
PERSON,foodie doofus,1
PERSON,forced,1
PERSON,freddy,1
PERSON,freemont st,1
PERSON,frew,1
PERSON,fried ravioli,1
PERSON,friend!\n\nroberta johnson,1
PERSON,fritten,1
PERSON,from!,1
PERSON,frozen food,1
PERSON,frozen hot chocolate,1
PERSON,frozen margarita,1
PERSON,frozen yogurt,1
PERSON,funny,1
PERSON,g\u00fcnstigen mittagsangebote,1
PERSON,gabriel,1
PERSON,galianos,1
PERSON,garcias,1
PERSON,garfield,1
PERSON,garlic,1
PERSON,garlic powder,1
PERSON,garlic tuna,1
PERSON,gary pallino,1
PERSON,gazpacho,1
PERSON,gee whiz,1
PERSON,geht leider,1
PERSON,gel manicures,1
PERSON,gel manis,1
PERSON,gelesen hatte.\n\n\n,1
PERSON,geoff b.,1
PERSON,george and son's,1
PERSON,george square,1
PERSON,gerichten zum schnell,1
PERSON,giant eagle,1
PERSON,gift,1
PERSON,gift card,1
PERSON,gilbert house,1
PERSON,gilbert rd,1
PERSON,gizzards.\n**mini meals**\n       -,1
PERSON,glad,1
PERSON,glen,1
PERSON,glindas,1
PERSON,glow,1
PERSON,gluten free,1
PERSON,gnadenlos auch auf,1
PERSON,god,1
PERSON,goddard,1
PERSON,goddesses,1
PERSON,golden tee,1
PERSON,good times,1
PERSON,good.\n\nand,1
PERSON,goodyear,1
PERSON,gorgonzola,1
PERSON,got hamachi,1
PERSON,graham,1
PERSON,grandpa,1
PERSON,grapevine wine shop,1
PERSON,gras custard brulee,1
PERSON,grateful deads,1
PERSON,green chile,1
PERSON,greg,1
PERSON,gregg m's,1
PERSON,grimaldi,1
PERSON,grimaldis,1
PERSON,grits,1
PERSON,gross,1
PERSON,ground ahi tuna burger,1
PERSON,guest,1
PERSON,gumbo,1
PERSON,gus,1
PERSON,gustavo,1
PERSON,guy,1
PERSON,guy savoy,1
PERSON,guy savoy's,1
PERSON,h\u00e4tte uns mit,1
PERSON,hannah,1
PERSON,hardrock,1
PERSON,harvey keitel,1
PERSON,hatte das ganze,1
PERSON,hatte gefragt vorab).\ndie karte,1
PERSON,havana grill,1
PERSON,healy bea,1
PERSON,heed,1
PERSON,heinritz,1
PERSON,hellz,1
PERSON,herb box,1
PERSON,here.\n\njulian serrano,1
PERSON,heritage steak,1
PERSON,herren,1
PERSON,hershy,1
PERSON,hier h\u00e4tte,1
PERSON,hier immer noch nicht,1
PERSON,hier konkurriert,1
PERSON,hire,1
PERSON,holstein,1
PERSON,holsteins,1
PERSON,homemade pasta,1
PERSON,homey,1
PERSON,honey bbq,1
PERSON,honey garlic chicken,1
PERSON,honey lavendar,1
PERSON,hooray,1
PERSON,hormel,1
PERSON,house,1
PERSON,hubbie,1
PERSON,hubert keller,1
PERSON,hui k.,1
PERSON,i-naba,1
PERSON,i. love,1
PERSON,i. matt,1
PERSON,iceberg lettuce,1
PERSON,iceberg lettuce.,1
PERSON,iceburg lettuce,1
PERSON,ich tu,1
PERSON,idk,1
PERSON,il casin\u00f2 dell'hotel,1
PERSON,inn,1
PERSON,innenbereich,1
PERSON,innenraum kunden,1
PERSON,innenstadt bin ich,1
PERSON,insert coins,1
PERSON,intro,1
PERSON,investitionen der pinkelschranke,1
PERSON,ipad,1
PERSON,isabela,1
PERSON,it.\n\ni,1
PERSON,italien plut\u00f4,1
PERSON,j.s. f.,1
PERSON,jack cheese,1
PERSON,jahren,1
PERSON,jaimie,1
PERSON,jake owens,1
PERSON,jamba juice,1
PERSON,jasmine,1
PERSON,je ne sais pas,1
PERSON,je ne sais quoi,1
PERSON,jeff p.'s,1
PERSON,jello,1
PERSON,jen c.'s,1
PERSON,jenna,1
PERSON,jennifer,1
PERSON,jessica p.,1
PERSON,jetzt von au\u00dfen mit,1
PERSON,jiffy lube,1
PERSON,jim,1
PERSON,jim noble,1
PERSON,"jimmy johns:\nben,\ni",1
PERSON,jimmy woo's,1
PERSON,jingle bells,1
PERSON,joanne,1
PERSON,joes,1
PERSON,joey orr,1
PERSON,john cusack,1
PERSON,john lewis - of,1
PERSON,joli ni,1
PERSON,joseph pearce,1
PERSON,joshua simon,1
PERSON,jubi-essen,1
PERSON,jubilee,1
PERSON,judith at,1
PERSON,judy,1
PERSON,julian serrano,1
PERSON,jumbalya,1
PERSON,jump,1
PERSON,jungle buffet,1
PERSON,k.o. sushi,1
PERSON,k\u00f6nnen.\ndie apfelschorle,1
PERSON,k\u00f6nnte gem\u00fctlich,1
PERSON,kaffee der stadt,1
PERSON,kann ich,1
PERSON,kare,1
PERSON,karten,1
PERSON,kate beckinsale,1
PERSON,keema naan,1
PERSON,kelly,1
PERSON,ken,1
PERSON,kenny,1
PERSON,ketchup,1
PERSON,kette,1
PERSON,kevin,1
PERSON,kick back.\n\nwhich,1
PERSON,kick lately,1
PERSON,kidding,1
PERSON,kim,1
PERSON,kim smith,1
PERSON,kinda,1
PERSON,kinda brown,1
PERSON,kinda greasy,1
PERSON,kitchen nightmares,1
PERSON,klassischen bedarf,1
PERSON,kmos8sc5tm0,1
PERSON,knapper zeit,1
PERSON,knew.\n\nall,1
PERSON,know-,1
PERSON,kome,1
PERSON,kommt,1
PERSON,komol,1
PERSON,kona,1
PERSON,konditorei,1
PERSON,konkurrenz,1
PERSON,kool,1
PERSON,koro steak -,1
PERSON,kosten der g\u00e4ste und,1
PERSON,kristen,1
PERSON,kung,1
PERSON,kurz,1
PERSON,l&s,1
PERSON,l'addition du lunch pour,1
PERSON,la barquita,1
PERSON,la bibliotheque,1
PERSON,la brea,1
PERSON,la n\u00f4tre,1
PERSON,la scala,1
PERSON,labels,1
PERSON,lacoste,1
PERSON,laden,1
PERSON,lady cashier,1
PERSON,lady maria,1
PERSON,laid,1
PERSON,lame,1
PERSON,lanz,1
PERSON,larry,1
PERSON,lascio la,1
PERSON,lauren,1
PERSON,laval,1
PERSON,lavo day,1
